,HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015
90,120,Kyrgyzstan,,10.6,11.9,12.8,12.3,12.5,12.8,13.0,13.3,13.3 qqq
91,138,Lao People's Democratic Republic,5.5,6.0,7.0,8.0,9.2,9.6,9.8,10.1,10.4,10.4 qqq
92,44,Latvia,12.9,12.9,15.1,17.3,16.7,16.3,16.1,16.6,16.6,16.6 qqq
93,76,Lebanon,11.9,12.8,15.4,13.1,13.0,13.0,13.0,13.0,13.0,13.0 qqq
94,160,Lesotho,10.9,10.8,10.8,11.0,11.4,11.5,11.7,11.4,11.2,11.2 qqq
95,177,Liberia,,3.0,8.8,8.9,9.1,9.2,9.2,9.3,9.3,9.3 qqq
96,102,Libya,,,16.0,15.6,14.3,13.9,13.6,13.6,13.6,13.6 qqq
97,15,Liechtenstein,,,12.5,13.4,13.4,13.7,13.8,13.7,13.5,13.5 qqq
98,37,Lithuania,12.9,12.3,15.2,17.3,17.5,17.2,17.0,17.1,17.1,17.1 qqq
99,20,Luxembourg,,,13.6,13.6,14.0,14.0,14.0,14.0,14.0,14.0 qqq
100,158,Madagascar,6.2,7.1,7.9,8.8,10.0,10.0,10.2,10.2,10.2,10.2 qqq
101,170,Malawi,4.8,9.8,9.5,9.4,10.5,10.7,10.7,10.7,10.7,10.7 qqq
102,105,Maldives,,8.6,11.9,12.1,11.9,12.2,12.5,12.8,12.8,12.8 www
103,175,Mali,1.5,2.3,3.8,5.2,6.6,6.8,7.1,7.3,7.5,7.5 qqq
104,33,Malta,12.5,13.1,13.7,15.1,14.4,13.9,14.0,14.0,14.3,14.3 qqq
105,157,Mauritania,2.9,4.8,6.1,7.1,7.6,7.7,8.0,8.4,8.4,8.4 qqq
106,64,Mauritius,10.5,11.3,12.1,13.4,14.4,14.7,15.2,15.0,15.5,15.5 qqq
107,77,Mexico,10.4,10.5,11.6,12.4,12.8,12.9,13.1,13.3,13.5,13.5 qqq
108,107,Moldova (Republic of),12.2,11.3,11.7,12.4,12.1,12.1,12.1,12.1,12.1,12.1 qqq
109,92,Mongolia,,8.6,10.3,13.5,15.3,15.4,15.4,15.4,15.5,15.5 qqq
110,48,Montenegro,,,,13.5,15.4,15.5,15.6,15.7,15.7,15.7 qqq
111,123,Morocco,5.3,6.2,7.7,9.4,10.7,11.1,11.5,11.5,11.5,11.5 qqq
112,181,Mozambique,3.1,3.2,4.9,7.1,8.8,8.6,8.6,8.6,8.6,8.6 qqq
113,145,Myanmar,5.7,6.9,,,,,,,,
114,125,Namibia,11.5,11.9,11.9,11.4,12.1,12.3,11.8,11.8,11.8,11.8 qqq
115,0,Nauru,,,9.9,10.7,10.0,10.1,10.2,10.2,10.2,10.2 qqq
116,144,Nepal,5.2,6.4,7.6,8.8,11.9,12.4,12.5,12.7,12.7,12.7 qqq
117,7,Netherlands,14.4,16.5,16.5,16.5,17.2,18.2,18.2,18.2,18.2,18.2 qqq
118,13,New Zealand,14.5,17.1,18.2,20.0,20.5,20.3,20.1,20.0,20.0,20.0 qqq
119,124,Nicaragua,,,10.7,11.4,11.7,11.7,11.8,11.8,11.9,11.9 qqq
120,187,Niger,1.5,1.9,2.3,3.0,4.2,4.4,4.7,4.7,4.7,4.7 qqq
121,152,Nigeria,,6.5,7.1,8.2,8.8,8.9,9.1,9.2,9.2,9.2 qqq
122,1,Norway,14.3,15.7,18.2,18.2,18.3,18.3,18.2,18.4,18.3,18.3 qqq
123,52,Oman,7.2,9.6,10.5,11.4,13.5,13.9,13.9,13.9,13.9,13.9 qqq
124,147,Pakistan,3.0,3.9,4.8,5.7,6.8,6.8,7.0,7.0,7.4,7.4 qqq
125,60,Palau,,,,,17.5,17.5,17.6,17.6,17.6,17.6 qqq
126,114,"Palestine, State of",,9.7,11.3,12.9,13.9,14.0,13.9,13.7,13.7,13.7 qqq
127,60,Panama,,11.6,12.9,13.5,13.4,13.3,14.2,13.2,13.2,13.2 qqq
128,154,Papua New Guinea,4.2,4.7,5.9,,,,,,,
129,110,Paraguay,8.5,10.0,11.8,12.1,12.6,12.6,12.6,12.6,12.6,12.6 qqq
130,87,Peru,,,13.4,13.0,13.5,13.5,13.5,13.5,13.5,13.5 qqq
131,116,Philippines,,10.5,11.6,11.8,11.8,11.9,12.0,12.1,12.1,12.1 qqq
132,36,Poland,12.6,13.2,15.1,15.6,16.1,16.1,16.2,17.2,17.2,17.2 qqq
133,41,Portugal,12.1,15.3,16.1,15.9,16.4,16.5,16.5,16.8,16.5,16.5 qqq
134,33,Qatar,13.0,14.0,13.8,13.9,13.3,13.5,13.5,13.5,13.5,13.5 qqq
135,50,Romania,11.8,10.4,11.9,14.1,16.3,15.8,15.1,15.1,15.1,15.1 qqq
136,49,Russian Federation,,,12.9,14.3,14.6,14.9,15.0,15.3,15.3,15.3 qqq
137,159,Rwanda,5.6,6.3,7.0,9.2,11.0,11.2,11.4,11.4,11.4,11.4 qqq
138,74,Saint Kitts and Nevis,12.7,13.2,13.2,13.3,13.5,13.6,13.7,13.7,13.8,13.8 qqq
139,92,Saint Lucia,13.1,13.7,13.0,13.1,13.2,13.3,13.4,13.4,13.4,13.4 qqq
140,99,Saint Vincent and the Grenadines,,12.9,13.3,13.4,13.5,13.5,13.5,13.5,13.5,13.5 vvv
141,104,Samoa,,12.4,12.4,13.1,13.3,13.3,13.3,13.3,13.3,13.3 qqq
142,0,San Marino,,,,,16.5,15.8,15.6,15.6,15.6,15.6 qqq
143,142,Sao Tome and Principe,,,9.4,10.1,10.5,10.8,11.1,11.5,11.9,12.2 qqq
144,38,Saudi Arabia,,,11.9,12.5,13.5,14.0,14.5,15.0,15.3,15.3 qqq
145,162,Senegal,3.6,4.3,5.2,6.2,7.8,8.1,8.5,8.9,9.2,9.2 qqq
146,66,Serbia,,,13.3,13.8,13.9,14.5,14.6,14.8,14.8,14.8 qqq
147,63,Seychelles,11.4,11.9,12.7,13.4,13.8,14.2,13.4,13.7,14.8,14.8 qqq
148,179,Sierra Leone,,,5.9,7.1,8.4,8.6,8.9,9.1,9.1,9.1 qqq
149,5,Singapore,,,,,,,,15.5,15.5,15.5 qqq
150,40,Slovakia,11.7,12.2,13.4,14.6,15.7,15.6,15.6,15.6,15.5,15.5 qqq
151,25,Slovenia,12.2,12.9,15.4,17.3,17.8,17.9,17.7,18.4,18.1,18.1 qqq
152,156,Solomon Islands,5.4,6.6,6.2,8.0,8.9,9.0,9.0,9.1,9.1,9.1 vvv
153,119,South Africa,11.5,13.2,13.2,13.3,13.4,13.4,13.4,13.6,13.6,13.6 qqq
154,181,South Sudan,,,,,3.8,3.8,3.8,3.8,3.8,3.8 qqq
155,27,Spain,14.3,16.0,16.1,16.4,17.3,17.6,17.8,18.0,18.0,18.0 qqq
156,73,Sri Lanka,11.4,12.0,12.6,13.2,13.8,13.9,14.1,14.3,14.3,14.3 qqq
157,165,Sudan,,,,5.9,6.7,6.5,6.6,7.0,7.0,7.0 qqq
158,97,Suriname,12.8,12.3,11.9,12.2,13.0,13.0,13.0,13.0,13.0,13.0 qqq
159,148,Swaziland,,9.3,9.0,9.7,10.7,10.9,10.9,11.0,11.0,11.0 qqq
160,14,Sweden,13.2,16.7,20.5,16.7,16.7,16.6,16.6,16.6,16.6,16.6 qqq
161,2,Switzerland,12.8,13.8,14.8,15.0,15.5,15.6,15.7,15.9,16.0,16.0 qqq
162,149,Syrian Arab Republic,9.2,9.0,9.6,11.2,11.8,12.4,12.9,8.9,8.9,8.9 qqq
163,129,Tajikistan,,9.4,8.8,9.7,10.3,10.3,10.5,10.6,10.6,10.6 qqq
164,151,Tanzania (United Republic of),5.4,5.3,6.1,7.4,8.8,8.7,8.7,8.2,8.3,8.3 qqq
165,87,Thailand,8.4,9.8,11.3,12.5,13.7,14.1,14.0,14.1,14.1,14.1 qqq
166,82,The former Yugoslav Republic of Macedonia,10.2,11.0,11.8,12.2,13.0,13.0,13.0,13.0,13.0,13.0 qqq
167,133,Timor-Leste,,,,10.5,12.1,12.1,12.1,12.1,12.1,12.1 qqq
168,166,Togo,5.4,6.1,7.5,8.5,9.5,9.8,10.2,10.5,10.8,10.8 qqq
169,101,Tonga,,14.1,14.1,14.9,14.7,14.7,14.6,14.6,14.6,14.6 qqq
170,65,Trinidad and Tobago,11.2,11.3,11.9,12.6,13.0,14.2,14.2,14.3,14.3,14.3 www
171,97,Tunisia,9.5,11.0,13.0,14.5,15.0,15.1,15.1,15.1,15.1,15.1 qqq
172,71,Turkey,7.6,8.4,9.8,11.0,13.2,13.7,13.9,13.9,14.0,14.0 qqq
173,111,Turkmenistan,,,,,10.4,10.4,10.5,10.5,10.6,10.6 qqq
174,163,Uganda,4.9,6.0,10.3,10.4,10.5,9.9,9.9,9.9,9.9,9.9 qqq
175,84,Ukraine,12.9,12.6,13.4,14.8,15.3,15.3,15.4,15.5,15.5,15.5 qqq
176,42,United Arab Emirates,11.3,11.8,,,,13.9,13.9,13.9,13.9,13.9 qqq
177,16,United Kingdom,13.7,15.0,16.4,17.1,16.8,16.2,16.2,16.6,16.7,16.7 qqq
178,10,United States,15.8,16.4,16.0,16.8,17.5,17.6,17.5,17.3,17.3,17.3 qqq
179,54,Uruguay,,14.2,15.0,16.2,16.6,16.6,16.6,16.6,16.6,16.6 qqq
180,105,Uzbekistan,,10.6,10.6,11.6,11.8,11.8,11.8,11.8,11.8,11.8 qqq
181,134,Vanuatu,,7.0,10.1,10.3,10.4,10.4,10.4,10.4,10.4,10.4 qqq
182,71,Venezuela (Bolivarian Republic of),,11.2,10.9,13.2,15.2,15.3,15.3,15.4,15.4,15.4 qqq
183,115,Viet Nam,,8.9,10.1,11.1,12.1,12.3,12.5,12.7,12.9,12.9 qqq
184,168,Yemen,,4.7,5.1,6.6,7.2,7.6,7.6,7.6,7.6,7.6 qqq
185,139,Zambia,,,,,10.2,10.3,10.5,10.5,10.6,12.1 qqq
186,154,Zimbabwe,9.3,9.4,9.4,9.3,10.0,10.1,10.3,10.2,10.2,10.2 qqq
187,,,,,,,,,,,,
