,HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014
111,77,Mexico,23,3,1,1,4,1,1,10,10
112,127,Micronesia (Federated States of),5,6,8,2,10,4,3,2,2
113,107,Moldova (Republic of),,2,2,2,7,4,3,4,6
114,0,Monaco,1,1,1,1,1,1,1,1,1
115,92,Mongolia,6,4,5,1,2,1,1,2,1
116,48,Montenegro,,,,,3,2,2,2,3
117,123,Morocco,7,6,2,1,1,1,1,1,1
118,181,Mozambique,29,25,16,13,9,9,9,7,7
119,145,Myanmar,4,6,13,24,7,12,11,10,10
120,125,Namibia,,10,10,7,13,12,11,6,8
121,0,Nauru,10,21,15,10,1,1,2,1,1
122,144,Nepal,32,23,16,19,15,4,10,6,6
123,7,Netherlands,2,2,1,1,1,1,1,1,2
124,13,New Zealand,4,4,4,8,5,5,6,7,7
125,124,Nicaragua,12,7,3,8,1,1,1,1,1
126,187,Niger,54,58,54,42,17,14,13,13,11
127,152,Nigeria,21,41,58,52,40,44,49,28,25
128,1,Norway,5,2,1,1,1,1,1,1,1
129,52,Oman,2,1,1,1,1,1,1,1,1
130,147,Pakistan,23,27,28,19,12,16,21,21,21
131,60,Palau,1,1,2,2,1,1,1,1,1
132,114,"Palestine, State of",,1,5,1,1,1,2,1,1
133,60,Panama,5,5,1,5,4,2,1,7,4
134,154,Papua New Guinea,3,3,16,20,20,17,15,12,13
135,110,Paraguay,14,13,5,3,4,3,4,7,2
136,87,Peru,11,4,1,6,3,6,1,3,2
137,116,Philippines,4,24,8,9,19,15,10,2,14
138,36,Poland,2,2,1,1,1,1,1,1,1
139,41,Portugal,4,3,1,6,1,3,1,1,1
140,33,Qatar,6,3,8,1,2,6,6,1,1
141,50,Romania,2,2,1,1,2,4,3,3,2
142,49,Russian Federation,,8,3,1,3,3,3,3,3
143,159,Rwanda,6,6,7,5,2,2,1,1,1
144,74,Saint Kitts and Nevis,1,1,1,1,2,1,1,1,1
145,92,Saint Lucia,4,2,24,1,2,1,1,1,1
146,99,Saint Vincent and the Grenadines,2,2,1,1,1,2,2,1,1
147,104,Samoa,4,3,1,13,3,1,1,1,1
148,0,San Marino,1,1,3,2,20,10,2,28,18
149,142,Sao Tome and Principe,3,8,11,1,2,2,2,1,2
150,38,Saudi Arabia,3,2,5,3,2,1,2,2,1
151,162,Senegal,25,7,21,3,4,3,4,4,6
152,66,Serbia,,4,3,1,3,2,3,2,3
153,63,Seychelles,1,2,1,1,1,1,2,1,1
154,179,Sierra Leone,100,100,36,20,5,3,2,2,12
155,5,Singapore,5,2,2,4,2,2,2,2,2
156,40,Slovakia,,1,1,1,1,1,1,1,1
157,25,Slovenia,,2,4,2,2,2,2,2,2
158,156,Solomon Islands,9,13,5,7,3,1,1,1,5
159,0,Somalia,58,54,43,50,45,48,48,48,48
160,119,South Africa,11,11,15,25,23,23,30,31,27
161,181,South Sudan,,,,,,21,29,43,51
162,27,Spain,5,4,2,2,1,1,1,2,1
163,73,Sri Lanka,5,3,1,1,1,1,1,1,1
164,165,Sudan,17,28,25,12,1,1,1,1,1
165,97,Suriname,6,6,10,7,1,10,6,9,9
166,148,Swaziland,4,6,6,5,5,2,3,1,1
167,14,Sweden,1,1,1,1,1,1,1,1,1
168,2,Switzerland,4,7,5,5,5,2,2,2,2
169,149,Syrian Arab Republic,7,4,10,12,11,14,32,45,35
170,129,Tajikistan,,14,12,8,5,2,4,2,2
171,151,Tanzania (United Republic of),8,7,8,5,2,4,1,1,1
172,87,Thailand,3,2,2,1,1,1,1,1,1
173,82,The former Yugoslav Republic of Macedonia,,2,2,1,3,3,2,1,2
174,133,Timor-Leste,,,,36,25,31,6,14,19
175,166,Togo,10,26,20,9,3,6,6,6,9
176,101,Tonga,3,2,1,6,14,14,19,14,14
177,65,Trinidad and Tobago,6,4,10,2,4,4,3,6,7
178,97,Tunisia,3,3,1,2,2,2,1,1,2
179,71,Turkey,6,14,8,8,2,2,3,1,3
180,111,Turkmenistan,,3,3,1,1,2,2,1,1
181,0,Tuvalu,1,5,7,1,1,1,1,1,1
182,163,Uganda,28,19,20,10,13,9,11,11,11
183,84,Ukraine,,2,1,2,48,50,24,10,10
184,42,United Arab Emirates,5,4,4,3,6,6,6,6,6
185,16,United Kingdom,6,3,3,3,2,2,2,2,2
186,10,United States,4,2,1,1,2,2,2,2,2
187,54,Uruguay,2,3,8,1,2,1,2,2,1
188,105,Uzbekistan,,4,1,1,1,1,1,1,1
189,134,Vanuatu,9,10,15,21,24,24,25,25,25
190,71,Venezuela (Bolivarian Republic of),16,13,8,2,10,10,10,10,12
191,115,Viet Nam,4,3,3,2,7,3,1,17,5
192,168,Yemen,6,31,12,7,6,11,11,6,6
193,139,Zambia,3,3,6,8,8,13,14,14,4
194,154,Zimbabwe,4,4,16,20,5,1,1,2,2
195,,,,,,,,,,,
