,HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014
80,121,Iraq,25.0,20.0,14.0,31.0,25.0,23.0,31.0,37.0,43.0
81,8,Ireland,22.0,23.0,21.0,16.0,10.0,8.0,8.0,8.0,7.0
82,19,Israel,9.0,7.0,5.0,6.0,4.0,3.0,4.0,4.0,4.0
83,26,Italy,57.0,50.0,26.0,13.0,9.0,10.0,10.0,10.0,14.0
84,94,Jamaica,26.0,10.0,12.0,16.0,11.0,12.0,7.0,6.0,8.0
85,17,Japan,27.0,7.0,4.0,2.0,6.0,6.0,4.0,5.0,2.0
86,86,Jordan,13.0,8.0,6.0,5.0,2.0,2.0,2.0,3.0,2.0
87,56,Kazakhstan,,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
88,146,Kenya,22.0,17.0,22.0,31.0,14.0,13.0,7.0,27.0,21.0
89,137,Kiribati,25.0,53.0,20.0,15.0,11.0,10.0,9.0,9.0,9.0
90,0,Korea (Democratic People's Rep. of),2.0,33.0,22.0,4.0,1.0,1.0,1.0,1.0,1.0
91,18,Korea (Republic of),7.0,7.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0
92,51,Kuwait,34.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0
93,120,Kyrgyzstan,,3.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0
94,138,Lao People's Democratic Republic,68.0,32.0,58.0,59.0,36.0,31.0,28.0,18.0,13.0
95,44,Latvia,,19.0,3.0,2.0,5.0,8.0,10.0,4.0,5.0
96,76,Lebanon,39.0,15.0,29.0,37.0,21.0,21.0,21.0,21.0,21.0
97,160,Lesotho,20.0,17.0,26.0,17.0,12.0,8.0,8.0,8.0,8.0
98,177,Liberia,100.0,100.0,37.0,38.0,35.0,29.0,20.0,26.0,42.0
99,102,Libya,11.0,8.0,7.0,3.0,2.0,2.0,2.0,4.0,7.0
100,37,Lithuania,,6.0,3.0,3.0,4.0,6.0,7.0,7.0,7.0
101,20,Luxembourg,20.0,12.0,7.0,5.0,4.0,4.0,1.0,1.0,1.0
102,158,Madagascar,53.0,45.0,43.0,26.0,34.0,38.0,39.0,37.0,36.0
103,170,Malawi,19.0,10.0,27.0,18.0,7.0,4.0,10.0,12.0,15.0
104,59,Malaysia,30.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0
105,105,Maldives,4.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0
106,175,Mali,57.0,48.0,51.0,27.0,22.0,28.0,25.0,20.0,20.0
107,33,Malta,20.0,49.0,26.0,14.0,27.0,16.0,7.0,1.0,2.0
108,0,Marshall Islands,48.0,43.0,6.0,14.0,3.0,12.0,22.0,21.0,21.0
109,157,Mauritania,62.0,33.0,54.0,35.0,33.0,33.0,25.0,20.0,16.0
110,64,Mauritius,24.0,11.0,16.0,2.0,1.0,1.0,1.0,1.0,2.0
111,77,Mexico,25.0,10.0,4.0,4.0,5.0,2.0,1.0,11.0,3.0
112,127,Micronesia (Federated States of),19.0,10.0,15.0,4.0,20.0,8.0,9.0,9.0,9.0
113,107,Moldova (Republic of),,9.0,11.0,3.0,3.0,9.0,9.0,9.0,10.0
114,0,Monaco,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,92,Mongolia,8.0,15.0,8.0,3.0,3.0,2.0,1.0,3.0,2.0
116,48,Montenegro,,,,,10.0,9.0,10.0,12.0,12.0
117,123,Morocco,21.0,12.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0
118,181,Mozambique,41.0,29.0,29.0,22.0,18.0,18.0,18.0,15.0,15.0
119,145,Myanmar,32.0,18.0,16.0,16.0,12.0,12.0,16.0,14.0,14.0
120,125,Namibia,,32.0,31.0,27.0,25.0,26.0,24.0,18.0,17.0
121,0,Nauru,100.0,100.0,92.0,20.0,1.0,1.0,4.0,3.0,2.0
122,144,Nepal,43.0,44.0,29.0,26.0,14.0,12.0,14.0,12.0,12.0
123,7,Netherlands,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
124,13,New Zealand,10.0,16.0,15.0,18.0,9.0,7.0,8.0,8.0,7.0
125,124,Nicaragua,18.0,15.0,14.0,4.0,1.0,1.0,1.0,1.0,1.0
126,187,Niger,75.0,60.0,63.0,53.0,33.0,31.0,25.0,24.0,28.0
127,152,Nigeria,46.0,56.0,67.0,59.0,44.0,51.0,58.0,47.0,49.0
128,1,Norway,13.0,8.0,12.0,10.0,7.0,7.0,6.0,7.0,6.0
129,52,Oman,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
130,147,Pakistan,50.0,53.0,41.0,27.0,31.0,37.0,39.0,37.0,37.0
131,60,Palau,2.0,1.0,17.0,2.0,61.0,15.0,9.0,1.0,17.0
132,114,"Palestine, State of",,27.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0
133,60,Panama,27.0,16.0,3.0,1.0,3.0,3.0,2.0,8.0,10.0
134,154,Papua New Guinea,33.0,58.0,38.0,37.0,45.0,40.0,33.0,30.0,35.0
135,110,Paraguay,31.0,25.0,8.0,9.0,6.0,7.0,9.0,8.0,10.0
136,87,Peru,36.0,2.0,3.0,23.0,6.0,4.0,6.0,15.0,11.0
137,116,Philippines,15.0,28.0,22.0,8.0,20.0,21.0,15.0,10.0,12.0
138,36,Poland,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
139,41,Portugal,15.0,6.0,13.0,7.0,4.0,3.0,3.0,2.0,2.0
140,33,Qatar,21.0,13.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0
141,50,Romania,8.0,7.0,2.0,3.0,5.0,7.0,6.0,8.0,11.0
142,49,Russian Federation,,15.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0
143,159,Rwanda,17.0,16.0,26.0,11.0,5.0,5.0,3.0,3.0,2.0
144,74,Saint Kitts and Nevis,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0
145,92,Saint Lucia,18.0,6.0,12.0,6.0,5.0,9.0,1.0,1.0,1.0
146,99,Saint Vincent and the Grenadines,4.0,1.0,4.0,3.0,1.0,3.0,6.0,1.0,1.0
147,104,Samoa,11.0,4.0,7.0,43.0,39.0,33.0,15.0,1.0,9.0
148,0,San Marino,100.0,3.0,26.0,6.0,32.0,17.0,13.0,26.0,43.0
149,142,Sao Tome and Principe,29.0,26.0,31.0,12.0,8.0,9.0,8.0,9.0,8.0
150,38,Saudi Arabia,12.0,6.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0
151,162,Senegal,49.0,20.0,52.0,26.0,19.0,16.0,17.0,16.0,20.0
152,66,Serbia,,14.0,11.0,4.0,5.0,7.0,13.0,8.0,14.0
153,63,Seychelles,14.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0
154,179,Sierra Leone,100.0,100.0,63.0,29.0,19.0,17.0,16.0,17.0,22.0
155,5,Singapore,16.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
156,40,Slovakia,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0
157,25,Slovenia,,7.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0
158,156,Solomon Islands,30.0,32.0,9.0,13.0,15.0,10.0,1.0,7.0,7.0
159,0,Somalia,70.0,66.0,76.0,65.0,54.0,54.0,54.0,54.0,54.0
160,119,South Africa,21.0,24.0,28.0,37.0,26.0,22.0,21.0,34.0,30.0
161,181,South Sudan,,,,,,38.0,48.0,70.0,78.0
162,27,Spain,1.0,10.0,6.0,3.0,5.0,3.0,3.0,5.0,4.0
163,73,Sri Lanka,20.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
164,165,Sudan,43.0,49.0,42.0,31.0,10.0,13.0,15.0,15.0,14.0
165,97,Suriname,35.0,15.0,16.0,9.0,10.0,15.0,27.0,7.0,15.0
166,148,Swaziland,15.0,6.0,8.0,7.0,6.0,13.0,23.0,15.0,14.0
167,14,Sweden,4.0,3.0,9.0,4.0,3.0,3.0,3.0,3.0,3.0
168,2,Switzerland,10.0,17.0,18.0,13.0,8.0,7.0,7.0,7.0,7.0
169,149,Syrian Arab Republic,13.0,15.0,16.0,19.0,18.0,20.0,39.0,42.0,46.0
170,129,Tajikistan,,30.0,12.0,15.0,6.0,2.0,6.0,8.0,2.0
171,151,Tanzania (United Republic of),20.0,22.0,22.0,9.0,8.0,7.0,3.0,1.0,1.0
172,87,Thailand,20.0,9.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0
173,82,The former Yugoslav Republic of Macedonia,,3.0,3.0,4.0,2.0,3.0,4.0,4.0,7.0
174,133,Timor-Leste,,,,52.0,34.0,38.0,27.0,30.0,26.0
175,166,Togo,27.0,47.0,42.0,30.0,32.0,28.0,28.0,28.0,18.0
176,101,Tonga,14.0,6.0,12.0,19.0,32.0,34.0,38.0,33.0,33.0
177,65,Trinidad and Tobago,30.0,16.0,10.0,7.0,8.0,8.0,15.0,9.0,4.0
178,97,Tunisia,7.0,9.0,5.0,4.0,3.0,4.0,4.0,6.0,2.0
179,71,Turkey,22.0,35.0,13.0,9.0,3.0,2.0,4.0,2.0,6.0
180,111,Turkmenistan,,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
181,0,Tuvalu,5.0,6.0,19.0,38.0,15.0,2.0,2.0,4.0,4.0
182,163,Uganda,48.0,43.0,43.0,32.0,27.0,25.0,18.0,18.0,18.0
183,84,Ukraine,,3.0,1.0,4.0,44.0,33.0,21.0,21.0,21.0
184,42,United Arab Emirates,20.0,10.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0
185,16,United Kingdom,13.0,8.0,12.0,18.0,11.0,10.0,8.0,7.0,7.0
186,10,United States,10.0,12.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0
187,54,Uruguay,3.0,10.0,11.0,5.0,5.0,5.0,4.0,4.0,4.0
188,105,Uzbekistan,,9.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0
189,134,Vanuatu,34.0,40.0,39.0,47.0,47.0,47.0,47.0,47.0,47.0
190,71,Venezuela (Bolivarian Republic of),39.0,53.0,16.0,24.0,21.0,14.0,13.0,15.0,11.0
191,115,Viet Nam,12.0,5.0,3.0,5.0,2.0,4.0,4.0,2.0,3.0
192,168,Yemen,31.0,60.0,29.0,24.0,27.0,29.0,29.0,22.0,25.0
193,139,Zambia,10.0,14.0,15.0,15.0,4.0,17.0,18.0,20.0,15.0
194,154,Zimbabwe,13.0,13.0,25.0,33.0,10.0,8.0,3.0,7.0,8.0
195,,,,,,,,,,,
