,HDI Rank,Country,1995,2000,2005,2010,2011,2012,2013,2014,2015
162,166,Togo,7.6,8.1,8.0,7.8,7.8,7.7,7.7,7.7,7.7
163,101,Tonga,5.5,5.2,5.0,5.2,5.0,4.8,4.9,5.3,5.2
164,65,Trinidad and Tobago,17.2,12.1,8.0,5.9,4.7,5.0,3.6,3.3,3.8
165,97,Tunisia,14.6,15.7,14.2,13.0,18.3,17.6,15.9,15.3,14.8
166,71,Turkey,7.6,6.5,10.6,10.7,8.8,8.1,8.7,9.9,10.3
167,111,Turkmenistan,11.2,10.3,10.4,10.4,10.3,10.3,10.2,10.1,10.0
168,163,Uganda,3.0,2.0,2.0,4.2,4.3,4.3,4.3,3.8,3.6
169,84,Ukraine,5.6,11.6,7.2,8.1,7.9,7.5,7.2,9.3,9.9
170,42,United Arab Emirates,1.8,2.3,3.1,4.2,4.1,4.1,4.0,3.8,3.7
171,16,United Kingdom,8.7,5.6,4.8,7.8,8.0,7.9,7.5,6.1,5.5
172,10,United States,5.7,4.1,5.2,9.7,9.1,8.2,7.5,6.3,5.3
173,54,Uruguay,10.2,13.6,12.2,7.2,6.3,6.5,6.5,6.6,7.3
174,105,Uzbekistan,11.2,10.6,10.6,10.5,10.4,10.3,10.2,10.2,10.1
175,134,Vanuatu,4.5,5.3,5.1,4.3,4.3,4.3,4.3,4.5,4.3
176,71,Venezuela (Bolivarian Republic of),10.2,13.2,11.4,8.6,8.3,8.1,7.8,7.0,8.0
177,115,Viet Nam,2.1,2.3,2.1,2.6,2.0,1.8,1.9,1.9,2.1
178,168,Yemen,16.0,18.5,16.1,17.8,17.7,17.7,17.6,16.4,15.9
179,139,Zambia,17.6,12.9,15.9,14.0,11.0,7.8,7.8,9.6,10.7
180,154,Zimbabwe,5.4,7.4,10.5,7.4,5.4,11.1,12.4,11.3,9.3
181,,,,,,,,,,,
